828.2117647058824	646.0117647058823	0.0
827.864705882353	645.964705882353	0.01
827.5176470588235	645.9176470588235	0.02
827.1705882352941	645.8705882352941	0.03
826.8235294117646	645.8235294117648	0.04
826.4764705882353	645.7764705882353	0.05
826.1294117647059	645.7294117647059	0.06
825.7823529411764	645.6823529411764	0.07
825.435294117647	645.635294117647	0.08
825.0882352941177	645.5882352941177	0.09
824.7411764705882	645.5411764705882	0.1
824.3941176470588	645.4941176470588	0.11
824.0470588235294	645.4470588235295	0.12
823.7	645.4	0.13
823.3529411764706	645.3529411764706	0.14
823.0058823529412	645.3058823529411	0.15
822.6588235294117	645.2588235294118	0.16
822.3117647058823	645.2117647058824	0.17
821.964705882353	645.1647058823529	0.18
821.6176470588235	645.1176470588235	0.19
821.2705882352941	645.0705882352942	0.2
820.9235294117647	645.0235294117647	0.21
820.5764705882352	644.9764705882353	0.22
820.2294117647059	644.9294117647058	0.23
819.8823529411765	644.8823529411765	0.24
819.535294117647	644.8352941176471	0.25
819.1882352941177	644.7882352941176	0.26
818.8411764705883	644.7411764705882	0.27
818.4941176470588	644.6941176470589	0.28
818.1470588235294	644.6470588235294	0.29
817.8	644.6	0.3
817.4529411764706	644.5529411764705	0.31
817.1058823529412	644.5058823529412	0.32
816.7588235294118	644.4588235294118	0.33
816.4117647058823	644.4117647058823	0.34
816.0647058823529	644.364705882353	0.35000000000000003
815.7176470588236	644.3176470588236	0.36
815.3705882352941	644.2705882352941	0.37
815.0235294117647	644.2235294117647	0.38
814.6764705882352	644.1764705882352	0.39
814.3294117647059	644.1294117647059	0.4
813.9823529411765	644.0823529411765	0.41000000000000003
813.635294117647	644.035294117647	0.42
813.2882352941176	643.9882352941177	0.43
812.9411764705883	643.9411764705883	0.44
812.5941176470589	643.8941176470588	0.45
812.2470588235294	643.8470588235294	0.46
811.9	643.8	0.47000000000000003
811.5529411764705	643.7529411764706	0.48
811.2058823529412	643.7058823529412	0.49
810.8588235294118	643.6588235294117	0.5
810.5117647058823	643.6117647058824	0.51
810.1647058823529	643.5647058823529	0.52
809.8176470588235	643.5176470588235	0.53
809.4705882352941	643.4705882352941	0.54
